PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI200100085390				Carcinoma in situ of the breast in males and subsequent invasive breast cancer		Yap, J.; Chuba, P. J.; Aref, A.; Weiss, L.; Hamre, M. R.									Breast Cancer Research and Treatment		2000	November, 2000	64	1	127	127																						0167-6806																				
J	BCI:BCI200000496163	11008201			Gene amplifications detected by fluorescence in situ hybridization in pure intraductal breast carcinomas: Relation to morphology, cell proliferation and expression of breast cancer-related genes		Fiche, Maryse; Avet-Loiseau, Herve; Maugard, Christine M.; Sagan, Christine; Heymann, Marie-Francoise; Leblanc, Magali; Classe, Jean-Marc; Fumoleau, Pierre; Dravet, Francois; Mahe, Marc; Dutrillaux, Bernard									International Journal of Cancer		2000	20 September, 2000	89	5	403-410	403	410							Investigation of early breast carcinogenesis is limited by the difficulty in obtaining cell cultures or adequate fresh frozen material and by the fact that available data from in situ techniques are interpreted in terms of various classification systems. Our studies in a series of pure ductal carcinomas in situ (DCIS) were conducted in accordance with the recommendations of the international Consensus Conference (Hum. Pathol., 28, 122-125, 1997) relative to processing, determination of lesion extent, and histological stratification primarily on nuclear grade (NG). A multifactorial study performed in 15 low- and 16 high-NG DCIS (68% detected by mammography) included the following: (1) morphological analysis of NG, necrosis, and architectural pattern; (2) detection of numerical genomic abnormalities at ERBB2, MYC, CCND1, Xq1.2 and 20q13 loci by fluorescence in situ hybridization on interphase nuclei; and (3) immunohistochemical determination of cell proliferation, p53 accumulation, hormonal receptors and bcl-2 expression on serial sections of formalin-fixed, paraffin-embedded specimens. High NG, comedo/solid pattern and necrosis were significantly associated with amplification at one or more loci, the number of amplified loci, amplification at the ERBB2 locus, absence of bcl-2 and hormonal receptor expression and high cell proliferation (p < 0.05). High NG and comedo/solid pattern were significantly associated with MYC amplification and p53 accumulation, and necrosis with CCND1 amplification (the only gene amplification detected in low NG DCIS). These data provide additional information on the early steps of breast carcinogenesis, in accordance with currently recognized criteria of histological classification.														0020-7136		10.1002/1097-0215(20000920)89:5<403::AID-IJC2>3.0.CO;2-3																		
J	BCI:BCI200000458472				UKCCCR DCIS Trial: The histopathology review		Pinder, S. E.; Ellis, I. O.; Duggan, C.; Cuzick, J.; Houghton, J.; George, D.									Journal of Pathology		2000	September, 2000	192	Supplement	5A	5A																						0022-3417																				
J	BCI:BCI200000373786	10919740			Risk factors for carcinoma in situ of the breast		Trentham-Dietz, Amy; Newcomb, Polly A.; Storer, Barry E.; Remington, Patrick L.									Cancer Epidemiology Biomarkers and Prevention		2000	July, 2000	9	7	697-703	697	703							As more women obtain screening mammograms regularly and at younger ages, the diagnosis of breast carcinoma in situ becomes more frequent. To examine whether risk factors for carcinoma in situ correspond with risk factors for invasive breast cancer, we analyzed data from a population-based case-control study conducted in 1988-1990. We identified newly diagnosed cases of carcinoma in situ (n = 301) and invasive breast cancer (n = 3789) in women 18-74 years of age from Wisconsin's statewide tumor registry. Cases and population controls (n = 3999) completed structured telephone interviews. Overall, associations with risk of carcinoma in situ in relation to many reproductive life-style risk factors were similar to those associated with risk of invasive disease. Women who reported a family history of breast cancer had a 2-fold elevated risk of carcinoma in situ (odds ratio, 2.67; 95% confidence interval, 2.00-3.57). Personal history of benign biopsied breast disease also increased risk of carcinoma in situ (odds ratio, 2.19; 95% confidence interval, 1.62-2.95). Subgroup analysis suggested that high vitamin A intake and high alcohol intake may be associated with risk of ductal but not lobular carcinoma in situ. These data support the presence of common risk factors between in situ and invasive breast cancer.														1055-9965																				
J	BCI:BCI200000385470	10923925			Stromelysin-3 expression in noninvasive and invasive neoplasms of the urinary bladder		Mueller, James; Steiner, Christine; Hoefler, Heinz									Human Pathology		2000	July, 2000	31	7	860-865	860	865							Stromelysin-3 (ST-3) is a protease frequently expressed by fibroblasts surrounding invasive carcinomas. Based on its expression in some cases of breast carcinoma-in-situ, it has been thought to indicate a higher likelihood for subsequent invasion in preinvasive lesions. Carcinoma-in-situ (pTis) and noninvasive papillary tumor (pTa) of the urinary bladder are preinvasive lesions with an uncertain potential to become invasive. We studied the expression of ST-3 in pTis, pTa, and invasive bladder tumors to see whether it had an association with any established histopathologic variables and whether its expression might be an indicator of incipient invasion in the preinvasive lesions. Twenty-seven pTis, 27 pTa tumors, and 56 invasive bladder carcinomas were studied for ST-3 expression with immunohistochemistry and, in selected cases, with in situ hybridization. Staining for ST-3 was evaluated semiquantitatively. None of 27 pTis lesions, 4 of 27 pTa tumors, and 41 of 56 (73.2%) invasive carcinomas were positive for ST-3. Statistically significant associations were found in the invasive carcinomas between ST-3 expression and lymphatic vessel invasion, an infiltrative invasive pattern, and invasion into at least the muscle layer (pT2,3,4 v pT1). The expression of ST-3 in frankly invasive tumors was associated with a more aggressive tumor phenotype. Its expression in a small subgroup of pTa lesions may be indirect evidence that some tumors diagnosed as pTa have invasive potential.														0046-8177		10.1053/hupa.2000.8447																		
J	BCI:BCI200000380515	10930109			Carcinoma in situ of the breast: Correlation of histopathology to immunohistochemical markers and DNA ploidy		Ottesen, Gyda Lolk; Christensen, Ib Jarle; Larsen, Jorgen K.; Larsen, Jacob; Baldetorp, Bo; Linden, Thomas; Hansen, Bodil; Andersen, Johan									Breast Cancer Research and Treatment		2000	April, 2000	60	3	219-226	219	226							In a consecutive and unselected series of 178 cases of carcinoma in situ of the breast (CIS), comprising both ductal (DCIS) and lobular type (LCIS), and a series of 48 cases of invasive carcinoma (IC) with predominance of DCIS, the association between histopathology, immunohistochemical markers (ER, PgR, MIB-1, c-erbB-2, and p53), and DNA ploidy was investigated, in order to discriminate biologically different groups. In DCIS, significant correlation was shown between large nuclear size and comedonecrosis, both of which showed also strong association to DNA aneuploidy, high proliferation activity, low steroid receptor content, and overexpression of c-erbB-2 and p53 - factors that may indicate an aggressive behavior. Small nuclear CIS, whether LCIS or DCIS, on the contrary, were DNA diploid with low proliferation, and no cases showed overexpression of c-erbB-2 and p53. Heterogeneity with respect to the investigated parameters was also a frequent finding that may reflect a development complexity. In IC, comparison of the DCIS and the invasive component showed similar patterns. No significant differences were shown between DCIS without and with invasion. This may indicate that none of the investigated parameters on its own are essential for the event of invasion.														0167-6806		10.1023/A:1006453420088																		
J	BCI:BCI200000250026				Molecular cytogenetic comparison of apocrine metaplasia and apocrine carcinoma of the breast		Jones, C.; Damiani, S.; Wells, D.; Eusebi, V.; Lakhani, S. R.									Journal of Pathology		2000	March, 2000	190	Suppl.	63A	63A																						0022-3417																				
J	BCI:BCI200000238563				Improved xenotransplantation of human breast cancer in immunocompromised mouse model		Bar-Peled, Ud; Rizel, Shulamith; Brenner, Harold J.; Shabtai, Moshe; Stemmer, Salomon M.; Levitt, Mark; Pfeffer, Raphael M.; Shalmon, Bruria; Horowitz, Ada; Bar-Zakai, Barak									Proceedings of the American Association for Cancer Research Annual Meeting		2000	March, 2000		41	385	385																						0197-016X																				
J	BCI:BCI200100228717	10703809			Risk of subsequent invasive breast cancer after breast carcinoma in situ		Warnberg, F.; Yuen, J.; Holmberg, L.									Lancet (North American Edition)		2000	26 February, 2000	355	9205	724-725	724	725							The standardised incidence rates for invasive breast cancer were estimated in a cohort of 3455 women with a primary lobular or ductal carcinoma in situ of the breast.				Yuen, Jonathan/0000-0003-2944-9226										0099-5355		10.1016/S0140-6736(99)03703-4																		
J	BCI:BCI200000358403	10623666			p53 mutations and expression in breast carcinoma in situ		Lukas, Jason; Niu, Ning; Press, Michael F.									American Journal of Pathology		2000	January, 2000	156	1	183-191	183	191							The p53 tumor suppressor gene is altered in approximately half of human cancers. Although p53 mutations are common in invasive breast carcinoma, few have been identified in breast carcinoma in situ (intraductal breast carcinomas). Most studies of p53 in breast carcinoma in situ are immunohistochemical studies of p53 staining in paraffin-embedded tissue sections. Few studies have isolated the tumor cells and subjected them to DNA sequence analysis. The current study was undertaken to characterize p53 in a cohort of breast carcinoma in situ cases, both with and without invasive disease. Fifty-eight frozen breast biopsy samples were used for these investigations. Twenty-seven cases had only ductal carcinoma in situ (CIS) and 31 cases had evidence of both invasive and in situ carcinoma. DNA sequence alterations in exons 2 through 11 of p53 were screened by the single-strand conformational polymorphism technique. Exons with altered mobility were sequenced. Among breast CIS cases without invasive disease, 22% had p53 mutations and 7% had DNA sequence alterations of unknown significance. Analysis of breast CIS with concurrent invasive disease demonstrated p53 mutations in 19% of cases and one (3%) DNA alteration of unknown significance. Each carcinoma having a p53 mutation in the breast CIS component had the identical mutation in the invasive component of the same tumor indicating a clonal relationship between the two tumor components. p53 protein overexpression was identified in 22% of pure intraductal breast carcinomas and in 35% of breast CIS with invasive disease. Comparison of immunostaining and DNA sequence alterations showed a significant association between overexpression and mutations (P = 0.0037) in cases of CIS without invasion, and similarly between overexpression and mutations in cases of CIS with invasion (P = 0.007). p53 mutations and p53 overexpression were relatively common in intraductal breast carcinomas but were not observed in adjacent normal breast lobules or ducts in 9 cases available for DNA analysis. The frequency of p53 alterations when comparing breast CIS with and without an invasive component indicated that p53 mutations usually occur before invasion during the progression of breast cancer, as is observed for a number of other adult solid tumors.														0002-9440		10.1016/S0002-9440(10)64718-9																		
J	BCI:BCI200000423425	11007434			Heterogeneous chromosomal aberrations in intraductal breast lesions adjacent to invasive carcinoma		Aubele, Michaela; Cummings, Margaret; Walch, Axel; Zitzelsberger, Horst; Naehrig, Joerg; Hoefler, Heinz; Werner, Martin									Analytical Cellular Pathology		2000		20	1	17-24	17	24										Walch, Axel/B-4554-2012; cummings, margaret/B-5747-2011	Walch, Axel/0000-0001-5578-4023;										0921-8912		10.1155/2000/930246																		
J	BCI:BCI200000165127				Carcinomas in situ (CIS) of the breast with indeterminate features: Role of E-cadherin (e-cad) staining in categorization		Jacobs, T. W.; Pliss, N.; Kouria, G.; Schnitt, S. J.									Laboratory Investigation		2000	Jan., 2000	80	1	23A	23A																						0023-6837																				
J	BCI:BCI199900488989	10498395			Prognosis in women with a carcinoma in situ of the breast: A population-based study in Sweden		Warnberg, Fredrik; Bergh, Jonas; Holmberg, Lars									Cancer Epidemiology Biomarkers and Prevention		1999	Sept., 1999	8	9	769-774	769	774							We studied the risk of invasive breast cancer and breast cancer death after a breast carcinoma in situ during a period when mammography screening became a nationwide practice and when breast conservation was introduced. In a study base including all 4661 women registered to the Swedish Cancer Registry for a first carcinoma in situ between 1960 and 1992, we selected a cohort of 3398 women diagnosed between 1980 and 1992. The recruitment period was chosen according to the reporting routines for the registry. The corrected survival was 97.4% after 10 years. The risk of invasive cancer was similar in the ipsilateral and contralateral breast. Women diagnosed between 1989 and 1992 ran a relative risk of 0.1 (95% confidence interval, 0.0-0.9) of dying of breast cancer, as compared with women diagnosed from 1980-1982. Residence in counties where mammography screening was available was associated with a relative risk of 0.2 (95% confidence interval, 0.0-2.1) for breast cancer death in the age groups screened. Screening mammography may have contributed to the improvement of prognosis over this time period. This study cannot distinguish between lead time effects and a "true" improvement in prognosis. The increased use of breast conservation was not associated with a worse prognosis in the group as a whole. The study indicates that at least 50% of invasive cancers occurring after treatment for in situ lesions may be new cancers.														1055-9965																				
J	BCI:BCI199900474417				Expression of p27kip1 protein in ductal carcinoma in situ of the breast		Oh, Y. L.; Song, S. Y.; Choi, J. S.; Ko, Y. H.; Ree, H. J.									Virchows Archiv		1999	Sept., 1999	435	3	199	199																						0945-6317																				
J	BCI:BCI199900410910	10482490			Recent trends of in situ carcinoma of the breast and mammographic screening in the Florence area, Italy		Barchielli, Alessandro; Paci, Eugenio; Giorgi, Daniela									Cancer Causes and Control		1999	Aug., 1999	10	4	313-317	313	317							Objectives: The study analyzes the relationship between the incidence trends of breast carcinoma in situ (CIS) and the spread of mammography screening in the Italian area of Florence (about 608,000 female residents). Setting: In this area, since the seventies, a mammographic screening by personal invitation was performed by the Center for Cancer Prevention (CSPO) in some rural municipalities. After 1990, the municipality of Florence and other municipalities were involved in the screening. Methods: The study included all cases of female breast carcinomas in situ reported to the population-based Tuscany Cancer Registry between 1985 and 1995. On the basis of information from the CSPO files, the cases were categorized into: "screen-detected", "self-referrals", and "other" (CSPO cases diagnosed in symptomatic women or at periodic check up after breast cancer plus hospital cases). Results: Overall, 332 women with breast carcinoma in situ (CIS) were registered between 1985 and 1995. The CIS incidence rate increased from 2.39/100,000 women in 1985-87 to 6.22/100,000 in 1994-95. The largest increase was observed for the ductal carcinoma in situ (2.9 times) and in women aged 50-69 years (3.8 times). In this age group, cases diagnosed at the screening by personal invitation accounted for 69% of the rise in CIS incidence. The proportion of mastectomy lowered from 41% before 1990 to 25% after 1990. Conclusion: In the Florence area the CIS incidence trend, showing a marked increase beginning in 1991, was mainly explained by the spread of the mammographic screening by personal invitation. The period during which mammographic screening became widespread coincided with a change in the treatment policy of breast cancer, with a high proportion of breast conserving surgery also for CIS. Therefore, the rise in CIS incidence rates correlated with the widespread use of mammographic screening did not substantially increase the number of women treated by mastectomy.														0957-5243		10.1023/A:1008992903478																		
J	BCI:BCI199900321083	10362362			Telomerase activity in ductal carcinoma in situ and invasive breast cancer		Umbricht, C. B.; Sherman, M. E.; Dome, J.; Carey, L. A.; Marks, J.; Kim, N.; Sukumar, S.									Oncogene		1999	June 3, 1999	18	22	3407-3414	3407	3414							The increasing number of breast carcinoma in situ detected by screening procedures makes it imperative to develop improved markers to stratify the risk of invasive cancer. Telomerase is detectable in invasive cancer, but not in normal tissues. We have microdissected frozen tissue blocks containing both DCIS and invasive cancer to assay the telomerase activity of these two lesions. The 46 available cases of concurrent DCIS and invasive breast cancer resulted in 43 DCIS samples and 38 invasive cancer samples adequate for analysis. Seventy per cent of the DCIS and all invasive cancer samples tested had detectable telomerase activity. In addition, we analysed telomerase activity in ten cases of DCIS that were not associated with invasive cancer, and detected telomerase activity in seven (70%). Mixing experiments showed no evidence of telomerase inhibitors in telomerase negative samples. Furthermore, periductal inflammatory infiltrates were shown to be a potential confounding source of telomerase activity. Since DCIS lesions appear to be heterogeneous with respect to telomerase activity, and telomerase activation appears to precede the development of invasive cancer, telomerase activity may be a useful adjunct in stratifying the risk of developing invasive breast cancer in patients with DCIS.														0950-9232		10.1038/sj.onc.1202714																		
J	BCI:BCI199900103453	10091735			Predictors of local recurrence after treatment of ductal carcinoma in situ:A meta-analysis		Boyages, John; Delaney, Geoff; Taylor, Richard									Cancer		1999	Feb. 1, 1999	85	3	616-628	616	628							BACKGROUND. Management of patients with ductal carcinoma in situ (DCIS) is a dilemma, as mastectomy provides nearly a 100% cure rate but at the expense of physical and psychologic morbidity. It would be helpful if we could predict which patients with DCIS are at sufficiently high risk of local recurrence after conservative surgery (CS) alone to wan-ant postoperative radiotherapy (FM and which patients are at sufficient risk of local recurrence after CS + RT to warrant mastectomy. The authors reviewed the published studies and identified the factors that may be predictive of local recurrence after management by mastectomy, CS alone, or CS + RT. METHODS. The authors examined patient, tumor, and treatment factors as potential predictors for local recurrence and estimated the risks of recurrence based on a review of published studies. They examined the effects of patient factors (age at diagnosis and family history), tumor factors (sub-type of DCIS, grade, tumor size, necrosis, and margins), and treatment (mastectomy, CS alone, and CS + RT). The 95% confidence intervals (CI) of the recurrence rates for each of the studies were calculated for subtype, grade, and necrosis, using the exact binomial; the summary recurrence rate and 95% CI for each treatment category were calculated by quantitative meta-analysis using the fixed and random effects models applied to proportions. RESULTS. Meta-analysis yielded a summary recurrence rate of 22.5% (95% CI 16.9-28.2) for studies employing CS alone, 8.9% (95% CI = 6.8-11.0) for CS + RT, and 1.4% (95% CI = 0.7-2.1) for studies involving mastectomy alone. These summary figures indicate a clear and statistically significant separation, and therefore outcome, between the recurrence rates of each treatment category, despite the likelihood that the patients who underwent CS alone were likely to have had smaller, possibly low grade lesions with clear margins. The patients with risk factors of presence of necrosis, high grade cytologic features, or comedo subtype were found to derive the greatest improvement in local control with the addition of RT to CS. Local recurrence among patients treated by CS alone is approximately 20%, and one-half of the recurrences are invasive cancers. For most patients, RT reduces the risk of recurrence after CS alone by at least 50%. The differences in local recurrence between CS alone and CS + RT are most apparent for those patients with high grade tumors or DCIS with necrosis, or of the "comedo" subtype, or DCIS with close or positive surgical margins. CONCLUSIONS. The authors recommend that radiation be added to CS if patients with DCIS who also have the risk factors for local recurrence choose breast conservation over mastectomy. The patients who may be suitable for CS alone outside of a clinical trial may be those who have low grade lesions with little or no necrosis, and with clear surgical margins. Use of the summary statistics when discussing outcomes with patients may help the patient make treatment decisions.														0008-543X		10.1002/(SICI)1097-0142(19990201)85:3<616::AID-CNCR12>3.0.CO;2-7																		
J	BCI:BCI199800349110	9663590			Parity, age at first birth and the risk of carcinoma in situ of the breast		Lambe, Mats; Hsieh, Chung-Cheng; Tsaih, Shirng-Wern; Ekbom, Anders; Trichopoulos, Dimitrios; Adami, Hans-Olov									International Journal of Cancer		1998	July 29, 1998	77	3	330-332	330	332							Epidemiological studies of in situ breast cancer are sparse, and the role of reproductive history, an established risk modifier for invasive breast cancer, remains incompletely investigated. To examine possible associations with parity and age at first birth, we undertook a case-control study nested in a nationwide cohort of Swedish women. The reproductive history of 1,368 women aged 65 or younger with a diagnosis of carcinoma in situ of the breast were compared with that of 6,837 age-matched controls drawn randomly from a population-based Fertility Registry. Statistical analyses were performed by conditional logistic regression. Compared to nulliparous women, ever-parous women were at a reduced risk of carcinoma in situ of the breast. The risk decreased with number of live births, with the estimated risk reduction in the highest parity group (5+), being of the same magnitude as that reported for invasive breast cancer. By contrast, a positive association with increasing age at first birth was somewhat less pronounced than that observed previously in the same data set with respect to invasive breast cancer. Our findings indicate that parity affects the risk of invasive breast cancer and carcinoma in situ similarly, whereas the effect of age at first birth appears to be weaker for the risk of carcinoma in situ.				Lambe, Mats/0000-0002-4624-3767										0020-7136		10.1002/(SICI)1097-0215(19980729)77:3<330::AID-IJC3>3.0.CO;2-P																		
J	BCI:BCI199800349120	9663601			Second cancers following in situ carcinoma of the breast		Franceschi, Silvia; Levi, Fabio; La Vecchia, Carlo; Randimbison, Lalao; Te, Van-Cong									International Journal of Cancer		1998	July 29, 1998	77	3	392-395	392	395							Carcinoma in situ (CIS) of the breast has increased manyfold in incidence rates and as a proportion of new breast cancers following the introduction of mammographic breast screening. To provide population-based estimates of invasive breast cancer risk following CIS, we linked data on 249 incident primary CIS (median age 53 years) to the Cancer Registry of the Swiss Canton of Vaud (about 600,000 inhabitants) over the period 1977-1994. Women with concurrent invasive cancers of the breast were not included. Standardized incidence ratios (SIR) were determined according to the exact Poisson distribution, with stratification for age and year of diagnosis. A total of 24 cases of breast cancer vs. 3.4 expected (SIR = 7.2, 95% confidence interval (CI): 4.6-10.6), and 7 cases of other neoplasms (except non-melanomatous skin cancer) vs. 6.9 expected (SIR = 1.0, 95% CI: 0.4-2.1) were observed. The SIR was 10.4 during the first year, 5.6 between 1 and 4 years, and 7.7 after gtoreq5 years after CIS diagnosis. SIRs were consistent in women below and above age 55 years, but somewhat higher for ductal (SIR = 8.6) than lobular (SIR = 4.2) CIS. Six deaths from breast cancer were observed vs. 1.5 expected (standardized mortality ratio = 4.0, 95% CI: 1.5-8.7). In 13/19 ductal CIS, but in 2/4 lobular CIS, invasive cancer occurred in the same breast. In most women, CIS and subsequent invasive cancer showed the same morphological (i.e., ductal or lobular) features. The cumulative risk of breast cancer was 16% 10 years after CIS diagnosis, emphasizing the importance of adequate surveillance of women after CIS of the breast.			franceschi, silvia/M-2452-2014	franceschi, silvia/0000-0003-4181-8071										0020-7136		10.1002/(SICI)1097-0215(19980729)77:3<392::AID-IJC14>3.0.CO;2-A																		
J	BCI:BCI199800349206	9622698			Breast carcinoma in situ in a male: Report of a case diagnosed by nipple discharge cytology		Lopez-Rios, Fernando; Vargas-Castrillon, Javier; Gonzalez-Palacios, Fernando; De Agustin, Pedro P.									Acta Cytologica		1998	May-June, 1998	42	3	742-744	742	744							Background. Cytologic evaluation of abnormal nipple secretion is a well-established method for the rapid diagnosis of breast carcinoma in females. However, less attention has been focused on male patients presenting with nipple discharge. Case: A case of intraductal carcinoma of the male breast was diagnosed by nipple discharge cytology alone. This report illustrates the usefulness of nipple discharge cytology in the diagnosis of early breast carcinoma in males.														0001-5547		10.1159/000331837																		
J	BCI:BCI199800365223	9674874			Biological profile of in situ breast cancer investigated by immunohistochemical technique		Albonico, Giuseppe; Querzoli, Patrizia; Ferretti, Stefano; Rinaldi, Rosa; Nenci, Italo									Cancer Detection and Prevention		1998		22	4	313-318	313	318							In 74 in situ breast cancers an immunohistochemical study for estrogen (ER) and progesterone (PR) receptors, proliferation index (PI), and c-erbB-2, p53, and bcl-2 overexpression was performed. Cases were categorized as ductal carcinoma in situ (DCIS) comedo: 24.3% of cases; DCIS non comedo: 27% of cases; DCIS cribriform: 5.4% of cases; lobular carcinoma in situ (LCIS): 16.3% of cases; mixed carcinoma in situ: 27% of cases. Quantitation of immunohistochemical results was obtained with an image analysis computerized system (CAS 200). The cutoff values used were: 10% of positive area for ER, PR, NEU, and bcl-2; 5% of positive area for p53; 13% of PI for proliferative activity. DCIS cribriform and LCIS displayed a higher positivity for ER (92.6 and 93.8% of cases); DCIS cribriform and DCIS non comedo a higher for PR (89 and 75.3%); DCIS comedo presented the highest values for PI (65.4%), NEU (72.8%), and p53 expression (37.3%). All DCIS cribriform and DCIS non comedo and 99.6% of LCIS expressed bcl-2. The results underscore the importance of biological characterization of breast carcinoma in situ with the aim to define lesions natural history.			Ferretti, Stefano/K-8636-2015	Ferretti, Stefano/0000-0001-5241-2101; QUERZOLI, Patrizia/0000-0003-2873-8894										0361-090X		10.1046/j.1525-1500.1998.CDOA41.x																		
J	BCI:BCI199800151439				p53 mutations and expression in breast carcinoma in situ		Lukas, Jason; Niu, Ning; Press, Michael F.									Laboratory Investigation		1998	Jan., 1998	78	1	164A	164A																						0023-6837																				
J	BCI:BCI199800069653				Outcome after invasive recurrence in patients with ductal carcinoma in situ (DCIS) of the breast		Silverstein, M. J.; Lagios, M.; Lewinsky, B. S.; Gamagami, P.; Colburn, W. J.; Craig, P. H.; Beron, P.; Waisman, J. R.									Breast Cancer Research and Treatment		1997	Oct., 1997	46	1	35	35																						0167-6806																				
J	BCI:BCI199799631722				The risk of a contralateral breast cancer among women diagnosed with ductal and lobular breast carcinoma in-situ: Data from the Connecticut Tumor Registry		Claus, E. B.; McKay, L.; Holford, T.									American Journal of Epidemiology		1997		145	11 SUPPL.	S27	S27																						0002-9262																				
J	BCI:BCI199799463748	9071907			Time trend of female breast carcinoma in situ by race and histology in Connecticut, U.S.A		Zheng, T.; Holford, T. R.; Chen, Y.; Jones, B. A.; Flannery, J.; Boyle, P.									European Journal of Cancer		1997		33	1	96-100	96	100							A rapid increase of female breast cancer has been reported in many areas of the world and the reasons are not fully understood. While some have attributed the increase to the increasing detection of early stage breast cancer through mammography screening, few studies have directly examined the time trend of in situ breast cancer specifically. This study included all incident cases of female breast carcinoma in situ reported to the Connecticut Tumor Registry between 1973 and 1992. The age-adjusted incidence rates and age-specific incidence rates were calculated by histology and by race. The age-adjusted incidence rates were standardized to the 1970 United States standard million population. The study found that the overall age-adjusted incidence rate of in situ breast cancer has increased dramatically, from 3.53/100 000 in 1973-1975 to 17.51/100 000 in 1991-1992. The increase was not uniform during the past two decades of cancer registration. In fact, most of the observed rise has occurred since the early 1980s. This increase was found in both Caucasians and Blacks. The results by histology indicate that the dramatic increase in carcinoma in situ is mostly attributable to an increase in ductal carcinoma in situ. The increase was also observed in all age groups 40 years and over. These results are consistent with the use pattern and the reported effect of mammography screening. Therefore, these results are qualitatively consistent with the idea that mammography screening is largely responsible for the recent upsurge in female breast cancer incidence in this population. The study also found that the age group 40-49 years in whites experienced a rapid increase in incidence that began in the same time period as the older age groups, but it has since levelled off. The potential impact of the highly publicised debate regarding the efficacy of mammography in this age group in recent years is discussed.			Boyle, Peter/A-4380-2014	Boyle, Peter/0000-0001-6251-0610										0959-8049		10.1016/S0959-8049(96)00371-1																		
J	BCI:BCI199799472023	9070654			Comparative genomic hybridisation of ductal carcinoma in situ of the breast: Identification of regions of DNA amplification and deletion in common with invasive breast carcinoma		James, L. A.; Mitchell, E. L. D.; Menasce, L.; Varley, J. M.									Oncogene		1997		14	9	1059-1065	1059	1065							Comparative genomic hybridisation has been used to map copy number changes in nine cases of ductal carcinoma in situ of the breast obtained from wax-embedded archive material. A wide variety of abnormalities were detected including gain of regions of 1q, 17q, 19q, 20p and 20q and loss on 13q, 14q, 17p, 16q and 22q. Amplification of areas on 10p, 8q and 20q were also observed. Chromosomal alterations were more frequent in higher grade DCIS and closely resemble those previously detected in invasive breast cancer using the same technique. These data provide strong molecular support for the view that DCIS is a precursor lesion of invasive breast carcinoma.														0950-9232		10.1038/sj.onc.1200923																		
S	BCI:BCI199699076611				Biological heterogeneity of breast carcinoma in situ		Albonico, Giuseppe; Querzoli, Patrizia; Ferretti, Stefano; Rinaldi, Rosa; Nenci, Italo			Castagnetta, L.; Nenci, I.; Bradlow, H. L.						Annals of the New York Academy of Sciences; Basis for cancer management	Annals of the New York Academy of Sciences	1996		784		458-461	458	461																					0077-8923			1-57331-027-1																	
J	BCI:BCI199698827361	8692711			Biophenotypes of breast carcinoma in situ defined by image analysis of biological parameters		Albonico, G.; Querzoli, P.; Ferretti, S.; Magri, E.; Nenci, I.									Pathology Research and Practice		1996		192	2	117-123	117	123							In 50 in situ breast cancers an immunohistochemical study, evaluating estrogen (ER) and progesterone (PR) receptors, Proliferation Index (PI), c-erbB-2/Neu and p53 expression was performed. According to histopathological diagnosis, cases were classified as follows: 14 comedo, 8 solid, 5 micropapillary, 6 lobular, 3 papillary, 1 apocrine and 12 mixed in situ carcinomas. The quantitation of immunohistochemical results was obtained with an image analysis computerized system (CAS 200) with a lesion-field method; tumors were subdivided in fields (1177) histologically homogeneous, with 40 x microscopic objective. For ER, PR, Neu and p53, 10% of the positive area was used as cut-off value; 13% was used for PI. Cribriform and lobular types showed a higher positivity for ER (92.1% and 95.5% of the fields); cribriform and papillary a higher for PR (92.6% and 93.9%). Comedo variant demonstrated the higher PI (52.7%), Neu and p53 expression (67.7% and 43%). A cluster analysis, performed on 608 fields, defined two groups according to biological homogeneous criteria. The results obtained identify the different biophenotypes of in situ carcinomas, suggesting the possibility of multiple cancerogenetic ways with a different weight of biological events.			Ferretti, Stefano/K-8636-2015	Ferretti, Stefano/0000-0001-5241-2101; QUERZOLI, Patrizia/0000-0003-2873-8894										0344-0338		10.1016/S0344-0338(96)80205-6																		
J	BCI:BCI199598502127	7654052			Male Breast Carcinoma in Situ: Report of a Case Diagnosed by Nipple Discharge Cytology Alone		Ranieri, Ersilia; D'Andrea, Mario Rosario; D'Alessio, Antonietta; Vecchione, Aldo									Anticancer Research		1995		15	4	1589-1592	1589	1592							A case of male breast carcinoma is reported, whose only clinical sign was a serous nipple discharge. The presence in the cytologic smears of atypical epithelial cells organized in a papillary structure suggested a papillary neoplasia, which at the histologic examination was found to be a ductal carcinoma in situ.														0250-7005																				
